NAME,DISPLAY_NAME,ALLOWED_RANGES,DEFAULT_VALUE,DESCRIPTION
"set_embedded_debug_enable","Enable embedded debug","{0 1}","0","Enables the embedded debug logic in the transceiver channel and grants access to capability registers, soft prbs accumulators and control and status registers"
"set_capability_reg_enable","Enable capability registers","{0 1}","0","Enables capability registers, which provide high level information about the transceiver channel's configuration."
"set_user_identifier","Set user-defined IP identifier","0:255","0","Sets a user-defined numeric identifier that can be read from the user_identifer offset when the capability registers are enabled."
"set_csr_soft_logic_enable","Enable control and status registers","{0 1}","0","Enables soft registers for reading status signals and writing control signals on the phy interface through the embedded debug. Signals include rx_is_locktoref, rx_is_locktodata, tx_cal_busy, rx_cal_busy, rx_serial_loopback, set_rx_locktodata, set_rx_locktoref, tx_analogreset, tx_digitalreset, rx_analogreset and rx_digitalreset. For more information, please refer to the User Guide."
"set_prbs_soft_logic_enable","Enable PRBS soft accumulators","{0 1}","0","Enables soft logic for doing prbs bit and error accumulation when using the hard prbs generator and checker."
"set_odi_soft_logic_enable","Enable ODI acceleration logic","{0 1}","0","Enables soft logic for accelerating bit and error accumulation when using ODI."
"rcfg_file_prefix","Configuration file prefix","","altera_xcvr_native_a10","Specifies the file prefix used for generating configuration files. Each variant of the Native PHY should use a unique prefix for configuration files."
"rcfg_sv_file_enable","Generate SystemVerilog package file","{0 1}","0","When enabled, The Native PHY generates a SystemVerilog package file, "<rcfg_file_prefix>_reconfig_parameters.sv", containing parameters defined with the attribute values needed for reconfiguration."
"rcfg_h_file_enable","Generate C header file","{0 1}","0","When enabled, The Native PHY generates a C header file, "<rcfg_file_prefix>_reconfig_parameters.h", containing macros defined with the attribute values needed for reconfiguration."
"rcfg_mif_file_enable","Generate MIF (Memory Initialization File)","{0 1}","0","When enabled, The Native PHY generates a MIF (Memory Initialization File), "<rcfg_file_prefix>_reconfig_parameters.mif", containing the attribute values needed for reconfiguration in a data format."
"rcfg_multi_enable","Enable multiple reconfiguration profiles","{0 1}","0","When enabled, you can use the GUI to store multiple configurations. This information is used by Quartus to include the necessary timing arcs for all configurations during timing driven compilation. The Native PHY generates reconfiguration files for all of the stored profiles. The Native PHY also checks your multiple reconfiguration profiles for consistency to ensure you can reconfigure between them. Among other things this checks that you have exposed the same ports for each configuration."
"enable_analog_settings","Include PMA analog settings in configuration files","{0 1}","0","When enabled, the IP allows you to configure the analog settings for the PMA. These settings will be included in your generated configuration files. NOTE - You must still specify the analog settings for your current configuration using Quartus II Setting File (.qsf) assignments in Quartus. This option does not remove the requirement to specify Quartus II Setting File (.qsf) assignments for your analog settings."
